STUSPS,COUNTYGEOID,Population,riskType,risk
MO,29041,7831,Total Immunological (hazard quotient),0.008818372974909
MO,29043,77422,Total Immunological (hazard quotient),0.012130509185872
MO,29045,7139,Total Immunological (hazard quotient),0.010606352973348
MO,29047,221939,Total Immunological (hazard quotient),0.019271226760826
MO,29049,20743,Total Immunological (hazard quotient),0.010973223889741
MO,29051,75990,Total Immunological (hazard quotient),0.013751542812464
MO,29053,17601,Total Immunological (hazard quotient),0.01136666757546
MO,29055,24696,Total Immunological (hazard quotient),0.01075562842453
MO,29057,7883,Total Immunological (hazard quotient),0.008592472119613
MO,29059,16777,Total Immunological (hazard quotient),0.009477314065158
MO,29061,8433,Total Immunological (hazard quotient),0.009236319926322
MO,29063,12892,Total Immunological (hazard quotient),0.009988983583905
MO,29065,15657,Total Immunological (hazard quotient),0.009726060876439
MO,29067,13684,Total Immunological (hazard quotient),0.00951130936676
MO,29069,31953,Total Immunological (hazard quotient),0.011115892732976
MO,29071,101492,Total Immunological (hazard quotient),0.013533004493728
MO,29073,15222,Total Immunological (hazard quotient),0.009838086005822
MO,29075,6738,Total Immunological (hazard quotient),0.008470853666711
MO,29077,275173,Total Immunological (hazard quotient),0.018278875675516
MO,29079,10261,Total Immunological (hazard quotient),0.009358250238704
MO,29081,8957,Total Immunological (hazard quotient),0.009336587479824
MO,29083,22272,Total Immunological (hazard quotient),0.01062541142614
MO,29085,9627,Total Immunological (hazard quotient),0.009156789581386
MO,29087,4912,Total Immunological (hazard quotient),0.009242838439782
MO,29089,10144,Total Immunological (hazard quotient),0.009694919740673
MO,29091,40400,Total Immunological (hazard quotient),0.01053603228308
MO,29093,10630,Total Immunological (hazard quotient),0.009044407564249
MO,29095,674158,Total Immunological (hazard quotient),0.021137100055307
MO,29097,117404,Total Immunological (hazard quotient),0.015466758224173
MO,29099,218733,Total Immunological (hazard quotient),0.016780540330616
MO,29101,52595,Total Immunological (hazard quotient),0.010606074184404
MO,29103,4131,Total Immunological (hazard quotient),0.00885208760912
MO,29105,35571,Total Immunological (hazard quotient),0.01719596494714
MO,29107,33381,Total Immunological (hazard quotient),0.010888791114431
MO,29109,38634,Total Immunological (hazard quotient),0.010226482727531
MO,29111,10211,Total Immunological (hazard quotient),0.010660249016661
MO,29113,52566,Total Immunological (hazard quotient),0.014004679130588
MO,29115,12761,Total Immunological (hazard quotient),0.00921365135842
MO,29117,15195,Total Immunological (hazard quotient),0.011179479096088
MO,29119,23083,Total Immunological (hazard quotient),0.009578513434
MO,29121,15566,Total Immunological (hazard quotient),0.009641422928921
MO,29123,12226,Total Immunological (hazard quotient),0.0100703525039
MO,29125,9176,Total Immunological (hazard quotient),0.009108076397747
MO,29127,28778,Total Immunological (hazard quotient),0.013167249211042
MO,29129,3785,Total Immunological (hazard quotient),0.008582736102431
MO,29131,24748,Total Immunological (hazard quotient),0.01012869773749
MO,29133,14358,Total Immunological (hazard quotient),0.011563735623327
MO,29135,15607,Total Immunological (hazard quotient),0.009510740659547
MO,29137,8840,Total Immunological (hazard quotient),0.009423015578078
MO,29139,12236,Total Immunological (hazard quotient),0.010319215996051
MO,29141,20565,Total Immunological (hazard quotient),0.009471985067164
MO,29143,18956,Total Immunological (hazard quotient),0.012521616719526
MO,29145,58114,Total Immunological (hazard quotient),0.011094997198882
MO,29147,23370,Total Immunological (hazard quotient),0.010229417541978
MO,29149,10881,Total Immunological (hazard quotient),0.009517377404201
MO,29151,13878,Total Immunological (hazard quotient),0.009728223862064
MO,29153,9723,Total Immunological (hazard quotient),0.008728359860839
MO,29155,18296,Total Immunological (hazard quotient),0.011588297923374
MO,29157,18971,Total Immunological (hazard quotient),0.011786179212457
MO,29159,42201,Total Immunological (hazard quotient),0.011109754471127
MO,29161,45156,Total Immunological (hazard quotient),0.011740075594957
MO,29163,18516,Total Immunological (hazard quotient),0.011054660814334
MO,29165,89322,Total Immunological (hazard quotient),0.019478106003484
MO,29167,31137,Total Immunological (hazard quotient),0.011217705289605
MO,29169,52274,Total Immunological (hazard quotient),0.010249632760572
MO,29171,4979,Total Immunological (hazard quotient),0.008444079211192
MO,29173,10167,Total Immunological (hazard quotient),0.010701838821484
MO,29175,25414,Total Immunological (hazard quotient),0.011178998234879
MO,29177,23494,Total Immunological (hazard quotient),0.010651415583894
MO,29179,6696,Total Immunological (hazard quotient),0.008330564218836
MO,29181,14100,Total Immunological (hazard quotient),0.009776913035517
MO,29183,360462,Total Immunological (hazard quotient),0.029807739537227
MO,29185,9805,Total Immunological (hazard quotient),0.008984231397138
MO,29186,18145,Total Immunological (hazard quotient),0.011526755170796
MO,29187,65359,Total Immunological (hazard quotient),0.011823478025714
MO,29189,998954,Total Immunological (hazard quotient),0.031364273034312
MO,29195,23370,Total Immunological (hazard quotient),0.014442147214386
MO,29197,4431,Total Immunological (hazard quotient),0.009243093751479
MO,29199,4843,Total Immunological (hazard quotient),0.00945127994272
MO,29201,39191,Total Immunological (hazard quotient),0.012665689543911
MO,29203,8441,Total Immunological (hazard quotient),0.008983932321372
MO,29205,6373,Total Immunological (hazard quotient),0.008781601110717
MO,29207,29968,Total Immunological (hazard quotient),0.013654651565739
MO,29209,32202,Total Immunological (hazard quotient),0.010067856824362
MO,29211,6714,Total Immunological (hazard quotient),0.008516531908551
MO,29213,51675,Total Immunological (hazard quotient),0.011545937547322
MO,29215,26008,Total Immunological (hazard quotient),0.008823455914693
MO,29217,21157,Total Immunological (hazard quotient),0.010278735881943
MO,29219,32513,Total Immunological (hazard quotient),0.013399284040354
MO,29221,25195,Total Immunological (hazard quotient),0.010091774835125
MO,29223,13521,Total Immunological (hazard quotient),0.008989445734979
MO,29225,36202,Total Immunological (hazard quotient),0.009577304694444
MO,29227,2171,Total Immunological (hazard quotient),0.007865527539853
MO,29229,18815,Total Immunological (hazard quotient),0.009385052019348
MO,29510,319294,Total Immunological (hazard quotient),0.036580229326688
MT,30001,9246,Total Immunological (hazard quotient),0.00346016405323
MT,30003,12865,Total Immunological (hazard quotient),0.004885982844439
MT,30005,6491,Total Immunological (hazard quotient),0.006115180527238
MT,30007,5612,Total Immunological (hazard quotient),0.004290183786535
MT,30009,10078,Total Immunological (hazard quotient),0.003688252177867
MT,30011,1160,Total Immunological (hazard quotient),0.003692543866379
MT,30013,81327,Total Immunological (hazard quotient),0.010518688765148
MT,30015,5813,Total Immunological (hazard quotient),0.004781853390626
MT,30017,11699,Total Immunological (hazard quotient),0.006922438057882
MT,30019,1751,Total Immunological (hazard quotient),0.006592940334796
MT,30021,8966,Total Immunological (hazard quotient),0.00705194815259
MT,30023,9298,Total Immunological (hazard quotient),0.004205285707384
MT,30025,2890,Total Immunological (hazard quotient),0.008449329213417
MT,30027,11586,Total Immunological (hazard quotient),0.004513237287708
MT,30029,90928,Total Immunological (hazard quotient),0.009313533724731
MT,30031,89513,Total Immunological (hazard quotient),0.007209922165106
MT,30033,1206,Total Immunological (hazard quotient),0.004720870115736
MT,30035,13399,Total Immunological (hazard quotient),0.005369216010459
MT,30037,884,Total Immunological (hazard quotient),0.003979372065834
MT,30039,3079,Total Immunological (hazard quotient),0.003621150182753
MT,30041,16096,Total Immunological (hazard quotient),0.006318362630941
MT,30043,11406,Total Immunological (hazard quotient),0.004559135815069
MT,30045,2072,Total Immunological (hazard quotient),0.003740581732423
MT,30047,28746,Total Immunological (hazard quotient),0.005081382025208
MT,30049,63395,Total Immunological (hazard quotient),0.007505098401839
MT,30051,2339,Total Immunological (hazard quotient),0.00498339558633
MT,30053,19687,Total Immunological (hazard quotient),0.005704815656472
MT,30055,1731,Total Immunological (hazard quotient),0.00554717221821
MT,30057,7691,Total Immunological (hazard quotient),0.002922286998396
MT,30059,1891,Total Immunological (hazard quotient),0.003212497283958
MT,30061,4223,Total Immunological (hazard quotient),0.004977519112707
MT,30063,109299,Total Immunological (hazard quotient),0.011868485130562
MT,30065,4538,Total Immunological (hazard quotient),0.004085256421525
MT,30067,15634,Total Immunological (hazard quotient),0.003891566228988
MT,30069,494,Total Immunological (hazard quotient),0.004037922703715
MT,30071,4253,Total Immunological (hazard quotient),0.006190818180906
MT,30073,6153,Total Immunological (hazard quotient),0.004716986418054
MT,30075,1743,Total Immunological (hazard quotient),0.00416255572114
MT,30077,7027,Total Immunological (hazard quotient),0.003636416651632
MT,30079,1179,Total Immunological (hazard quotient),0.005291285515521
MT,30081,40212,Total Immunological (hazard quotient),0.005505766783674
MT,30083,9746,Total Immunological (hazard quotient),0.010854584102036
MT,30085,10425,Total Immunological (hazard quotient),0.007516758370203
MT,30087,9233,Total Immunological (hazard quotient),0.004500934965617
MT,30089,11413,Total Immunological (hazard quotient),0.004664966534951
MT,30091,3384,Total Immunological (hazard quotient),0.009737236645551
MT,30093,34200,Total Immunological (hazard quotient),0.005682782824822
MT,30095,9117,Total Immunological (hazard quotient),0.006399877420377
MT,30097,3651,Total Immunological (hazard quotient),0.003929160235922
MT,30099,6073,Total Immunological (hazard quotient),0.004465009396556
MT,30101,5324,Total Immunological (hazard quotient),0.005455793574606
MT,30103,718,Total Immunological (hazard quotient),0.004362003879112
MT,30105,7369,Total Immunological (hazard quotient),0.005669985584871
MT,30107,2168,Total Immunological (hazard quotient),0.003656116291891
MT,30109,1017,Total Immunological (hazard quotient),0.005935582385101
MT,30111,147972,Total Immunological (hazard quotient),0.014296800718532
NE,31001,31364,Total Immunological (hazard quotient),0.08864899655437
NE,31003,6685,Total Immunological (hazard quotient),0.006123474578164
NE,31005,460,Total Immunological (hazard quotient),0.003484928389024
NE,31007,690,Total Immunological (hazard quotient),0.003346985974091
NE,31009,478,Total Immunological (hazard quotient),0.004348573621643
NE,31011,5505,Total Immunological (hazard quotient),0.005859392678164
NE,31013,11308,Total Immunological (hazard quotient),0.00449802279819
NE,31015,2099,Total Immunological (hazard quotient),0.005331660660787
NE,31017,3145,Total Immunological (hazard quotient),0.00509380256843
NE,31019,46102,Total Immunological (hazard quotient),0.009099029915271
NE,31021,6858,Total Immunological (hazard quotient),0.007955174529208
NE,31023,8395,Total Immunological (hazard quotient),0.007616445835429
NE,31025,25241,Total Immunological (hazard quotient),0.009970246052427
NE,31027,8852,Total Immunological (hazard quotient),0.007000023995643
NE,31029,3966,Total Immunological (hazard quotient),0.004328558237014
NE,31031,5713,Total Immunological (hazard quotient),0.004529063831372
NE,31033,9998,Total Immunological (hazard quotient),0.004739211262268
NE,31035,6542,Total Immunological (hazard quotient),0.007908626320859
NE,31037,10515,Total Immunological (hazard quotient),0.008627118417851
NE,31039,9139,Total Immunological (hazard quotient),0.007501921762
NE,31041,10939,Total Immunological (hazard quotient),0.005171727569334
NE,31043,21006,Total Immunological (hazard quotient),0.011548175034164
NE,31045,9182,Total Immunological (hazard quotient),0.005661092476974
NE,31047,24326,Total Immunological (hazard quotient),0.00664609190562
NE,31049,1941,Total Immunological (hazard quotient),0.004824298277485
NE,31051,6000,Total Immunological (hazard quotient),0.007069760177963
NE,31053,36691,Total Immunological (hazard quotient),0.011738089973052
NE,31055,517110,Total Immunological (hazard quotient),0.021512169626423
NE,31057,2008,Total Immunological (hazard quotient),0.00393039607247
NE,31059,5890,Total Immunological (hazard quotient),0.007018827936772
NE,31061,3225,Total Immunological (hazard quotient),0.00550796382691
NE,31063,2756,Total Immunological (hazard quotient),0.00450681740636
NE,31065,4959,Total Immunological (hazard quotient),0.005283125967688
NE,31067,22311,Total Immunological (hazard quotient),0.009556787023854
NE,31069,2057,Total Immunological (hazard quotient),0.004139825563589
NE,31071,2049,Total Immunological (hazard quotient),0.005671799849592
NE,31073,2044,Total Immunological (hazard quotient),0.005047502941191
NE,31075,614,Total Immunological (hazard quotient),0.003785745243053
NE,31077,2538,Total Immunological (hazard quotient),0.005637576530253
NE,31079,58607,Total Immunological (hazard quotient),0.014155292775826
NE,31081,9124,Total Immunological (hazard quotient),0.007288893278326
NE,31083,3423,Total Immunological (hazard quotient),0.005351594757439
NE,31085,967,Total Immunological (hazard quotient),0.003900051119032
NE,31087,2908,Total Immunological (hazard quotient),0.004101147093784
NE,31089,10433,Total Immunological (hazard quotient),0.006185859905082
NE,31091,736,Total Immunological (hazard quotient),0.003963932635953
NE,31093,6274,Total Immunological (hazard quotient),0.006955675521281
NE,31095,7547,Total Immunological (hazard quotient),0.007570084665749
NE,31097,5217,Total Immunological (hazard quotient),0.007954737927276
NE,31099,6489,Total Immunological (hazard quotient),0.006533875575081
NE,31101,8368,Total Immunological (hazard quotient),0.006052949788508
NE,31103,824,Total Immunological (hazard quotient),0.004639406638334
NE,31105,3821,Total Immunological (hazard quotient),0.004089898365833
NE,31107,8701,Total Immunological (hazard quotient),0.005981177866304
NE,31109,285394,Total Immunological (hazard quotient),0.018981433375324
NE,31111,36288,Total Immunological (hazard quotient),0.006360051440425
NE,31113,763,Total Immunological (hazard quotient),0.004356096272603
NE,31115,632,Total Immunological (hazard quotient),0.004556991227861
NE,31117,539,Total Immunological (hazard quotient),0.004355671601286
NE,31119,34876,Total Immunological (hazard quotient),0.009471693233195
NE,31121,7845,Total Immunological (hazard quotient),0.007404048119637
NE,31123,5042,Total Immunological (hazard quotient),0.00447938706879
NE,31125,3735,Total Immunological (hazard quotient),0.006433980313173
NE,31127,7248,Total Immunological (hazard quotient),0.008262584746001
NE,31129,4500,Total Immunological (hazard quotient),0.006550431067708
NE,31131,15740,Total Immunological (hazard quotient),0.009480561122918
NE,31133,2773,Total Immunological (hazard quotient),0.007450841693513
NE,31135,2970,Total Immunological (hazard quotient),0.003841840024372
NE,31137,9188,Total Immunological (hazard quotient),0.006234462405743
NE,31139,7266,Total Immunological (hazard quotient),0.006717455061505
NE,31141,32237,Total Immunological (hazard quotient),0.017685475217969
NE,31143,5406,Total Immunological (hazard quotient),0.006932590597628
NE,31145,11055,Total Immunological (hazard quotient),0.00564667146594
NE,31147,8363,Total Immunological (hazard quotient),0.008362639058771
NE,31149,1526,Total Immunological (hazard quotient),0.004853363537214
NE,31151,14200,Total Immunological (hazard quotient),0.007863918193697
NE,31153,158840,Total Immunological (hazard quotient),0.016026608567333
NE,31155,20780,Total Immunological (hazard quotient),0.009170496476384
NE,31157,36970,Total Immunological (hazard quotient),0.006660807456181
NE,31159,16750,Total Immunological (hazard quotient),0.008216954646072
NE,31161,5469,Total Immunological (hazard quotient),0.003580461044838
NE,31163,3152,Total Immunological (hazard quotient),0.005425695336973
NE,31165,1311,Total Immunological (hazard quotient),0.003524598177262
NE,31167,6129,Total Immunological (hazard quotient),0.008529737793819
NE,31169,5228,Total Immunological (hazard quotient),0.007001894107604
NE,31171,647,Total Immunological (hazard quotient),0.004443667715194
NE,31173,6940,Total Immunological (hazard quotient),0.007816634631366
NE,31175,4260,Total Immunological (hazard quotient),0.005576012525982
NE,31177,20234,Total Immunological (hazard quotient),0.011499898690502
NE,31179,9595,Total Immunological (hazard quotient),0.007911608337639
NE,31181,3812,Total Immunological (hazard quotient),0.005978083536498
NE,31183,818,Total Immunological (hazard quotient),0.005243356858484
NE,31185,13665,Total Immunological (hazard quotient),0.007595491763345
NV,32001,24877,Total Immunological (hazard quotient),0.006662043769531
NV,32003,1951168,Total Immunological (hazard quotient),0.025521295860505
NV,32005,46997,Total Immunological (hazard quotient),0.00690657025008
NV,32007,48818,Total Immunological (hazard quotient),0.003549751203422
NV,32009,783,Total Immunological (hazard quotient),0.002386635342853
NV,32011,1987,Total Immunological (hazard quotient),0.002474951207561
NV,32013,16528,Total Immunological (hazard quotient),0.003739738823849
NV,32015,5775,Total Immunological (hazard quotient),0.003486595575455
NV,32017,5345,Total Immunological (hazard quotient),0.00271876701394
NV,32019,51980,Total Immunological (hazard quotient),0.006266813371078
NV,32021,4772,Total Immunological (hazard quotient),0.002910608257743
NV,32023,43946,Total Immunological (hazard quotient),0.003887556116891
NV,32027,6753,Total Immunological (hazard quotient),0.003619080999531
NV,32029,4010,Total Immunological (hazard quotient),0.006751176116667
NV,32031,421407,Total Immunological (hazard quotient),0.011373444419892
NV,32033,10030,Total Immunological (hazard quotient),0.002323883209289
NV,32510,55274,Total Immunological (hazard quotient),0.012193039891079
NH,33001,60088,Total Immunological (hazard quotient),0.015056915299853
NH,33003,47818,Total Immunological (hazard quotient),0.012182875186523
NH,33005,77117,Total Immunological (hazard quotient),0.015757705829987
NH,33007,33055,Total Immunological (hazard quotient),0.009121145672999
NH,33009,89118,Total Immunological (hazard quotient),0.013292710635495
NH,33011,400721,Total Immunological (hazard quotient),0.026575649589043
NH,33013,146445,Total Immunological (hazard quotient),0.01760997297334
NH,33015,295223,Total Immunological (hazard quotient),0.021750525650158
NH,33017,123143,Total Immunological (hazard quotient),0.017844548670207
NH,33019,43742,Total Immunological (hazard quotient),0.015252377958016
NJ,34001,274545,Total Immunological (hazard quotient),0.018952761110076
NJ,34003,905116,Total Immunological (hazard quotient),0.044757773169036
NJ,34005,448734,Total Immunological (hazard quotient),0.031849890625631
NJ,34007,513657,Total Immunological (hazard quotient),0.036882061005274
NJ,34009,97265,Total Immunological (hazard quotient),0.016100975760861
NJ,34011,156898,Total Immunological (hazard quotient),0.019501707570824
NJ,34013,783969,Total Immunological (hazard quotient),0.0456275805235
NJ,34015,288282,Total Immunological (hazard quotient),0.030057732741138
NJ,34017,634266,Total Immunological (hazard quotient),0.055045299331316
NJ,34019,128349,Total Immunological (hazard quotient),0.02603030410838
NJ,34021,366513,Total Immunological (hazard quotient),0.032592444565253
NJ,34023,809857,Total Immunological (hazard quotient),0.034364846880946
NJ,34025,630380,Total Immunological (hazard quotient),0.026121365237741
NJ,34027,492276,Total Immunological (hazard quotient),0.027095537241752
NJ,34029,576567,Total Immunological (hazard quotient),0.022174976758925
NJ,34031,501226,Total Immunological (hazard quotient),0.041328631615197
NJ,34033,66083,Total Immunological (hazard quotient),0.025127932263441
NJ,34035,323444,Total Immunological (hazard quotient),0.030811675791606
NJ,34037,149265,Total Immunological (hazard quotient),0.02456524816184
NJ,34039,536499,Total Immunological (hazard quotient),0.041074125644336
NJ,34041,108692,Total Immunological (hazard quotient),0.024714382319336
NM,35001,662561,Total Immunological (hazard quotient),0.017945562535634
NM,35003,3725,Total Immunological (hazard quotient),0.001847781874491
NM,35005,65645,Total Immunological (hazard quotient),0.00865401910051
NM,35006,27213,Total Immunological (hazard quotient),0.003673898237347
NM,35007,13750,Total Immunological (hazard quotient),0.003041153599715
NM,35009,48376,Total Immunological (hazard quotient),0.006342256248222
NM,35011,2022,Total Immunological (hazard quotient),0.004159026572281
NM,35013,209226,Total Immunological (hazard quotient),0.010205805617559
NM,35015,53828,Total Immunological (hazard quotient),0.011744239497286
NM,35017,29514,Total Immunological (hazard quotient),0.00274516455369
NM,35019,4687,Total Immunological (hazard quotient),0.00623060382361
NM,35021,695,Total Immunological (hazard quotient),0.002643100176797
NM,35023,4894,Total Immunological (hazard quotient),0.003524864811949
NM,35025,64727,Total Immunological (hazard quotient),0.012211547047338
NM,35027,20494,Total Immunological (hazard quotient),0.002498375444968
NM,35028,17950,Total Immunological (hazard quotient),0.003443296375366
NM,35029,25095,Total Immunological (hazard quotient),0.005102796619827
NM,35031,71492,Total Immunological (hazard quotient),0.003623315500177
NM,35033,4881,Total Immunological (hazard quotient),0.002038283083193
NM,35035,63797,Total Immunological (hazard quotient),0.003883060717824
NM,35037,9041,Total Immunological (hazard quotient),0.004331780638605
NM,35039,40246,Total Immunological (hazard quotient),0.003881772699626
NM,35041,19844,Total Immunological (hazard quotient),0.005914611564354
NM,35043,131561,Total Immunological (hazard quotient),0.011352578007474
NM,35045,130044,Total Immunological (hazard quotient),0.008100005403575
NM,35047,29393,Total Immunological (hazard quotient),0.003494947432642
NM,35049,144170,Total Immunological (hazard quotient),0.007942475591332
NM,35051,11988,Total Immunological (hazard quotient),0.003218566086368
NM,35053,17866,Total Immunological (hazard quotient),0.002852844173841
NM,35055,32937,Total Immunological (hazard quotient),0.003450249391313
NM,35057,16383,Total Immunological (hazard quotient),0.003230562768644
NM,35059,4549,Total Immunological (hazard quotient),0.003166589687838
NM,35061,76569,Total Immunological (hazard quotient),0.006426389943507
NY,36001,304204,Total Immunological (hazard quotient),0.026541729460038
NY,36003,48946,Total Immunological (hazard quotient),0.011212859431557
NY,36005,1385108,Total Immunological (hazard quotient),0.06838916885223
NY,36007,200600,Total Immunological (hazard quotient),0.020861926426513
NY,36009,80317,Total Immunological (hazard quotient),0.012815764017569
NY,36011,80026,Total Immunological (hazard quotient),0.01594718333012
NY,36013,134905,Total Immunological (hazard quotient),0.018018127697718
NY,36015,88830,Total Immunological (hazard quotient),0.017023542898054
NY,36017,50477,Total Immunological (hazard quotient),0.014404506366025
NY,36019,82128,Total Immunological (hazard quotient),0.012997112206444
NY,36021,63096,Total Immunological (hazard quotient),0.017520885592054
NY,36023,49336,Total Immunological (hazard quotient),0.014720209739531
NY,36025,47980,Total Immunological (hazard quotient),0.011779397339937
NY,36027,297486,Total Immunological (hazard quotient),0.025373534462552
NY,36029,919040,Total Immunological (hazard quotient),0.034931070539022
NY,36031,39370,Total Immunological (hazard quotient),0.009993854753038
NY,36033,51599,Total Immunological (hazard quotient),0.01110528333111
NY,36035,55531,Total Immunological (hazard quotient),0.014792728816832
NY,36037,60079,Total Immunological (hazard quotient),0.015449435987149
NY,36039,49221,Total Immunological (hazard quotient),0.014817614216795
NY,36041,4836,Total Immunological (hazard quotient),0.008746528537418
NY,36043,64519,Total Immunological (hazard quotient),0.015259438197971
NY,36045,116222,Total Immunological (hazard quotient),0.012593951396488
NY,36047,2504700,Total Immunological (hazard quotient),0.070282053885774
NY,36049,27087,Total Immunological (hazard quotient),0.010686510667191
NY,36051,65393,Total Immunological (hazard quotient),0.012814235906472
NY,36053,73442,Total Immunological (hazard quotient),0.014542600623682
NY,36055,744344,Total Immunological (hazard quotient),0.030736361522712
NY,36057,50219,Total Immunological (hazard quotient),0.016780037515331
NY,36059,1339532,Total Immunological (hazard quotient),0.043544082979197
NY,36061,1585873,Total Immunological (hazard quotient),0.07321763414311
NY,36063,216469,Total Immunological (hazard quotient),0.025044640831547
NY,36065,234878,Total Immunological (hazard quotient),0.018992954379673
NY,36067,467025,Total Immunological (hazard quotient),0.025908812107343
NY,36069,107931,Total Immunological (hazard quotient),0.015131001669761
NY,36071,372813,Total Immunological (hazard quotient),0.021975736752309
NY,36073,42883,Total Immunological (hazard quotient),0.015664227676848
NY,36075,122109,Total Immunological (hazard quotient),0.015754811534052
NY,36077,62259,Total Immunological (hazard quotient),0.012676913727866
NY,36079,99710,Total Immunological (hazard quotient),0.02270971312332
NY,36081,2230722,Total Immunological (hazard quotient),0.068289553335369
NY,36083,159429,Total Immunological (hazard quotient),0.021369334514595
NY,36085,468730,Total Immunological (hazard quotient),0.041062701758336
NY,36087,311687,Total Immunological (hazard quotient),0.029683915048696
NY,36089,111944,Total Immunological (hazard quotient),0.0126316089597
NY,36091,219603,Total Immunological (hazard quotient),0.020351919115301
NY,36093,154727,Total Immunological (hazard quotient),0.026321772601553
NY,36095,32749,Total Immunological (hazard quotient),0.011185864743213
NY,36097,18343,Total Immunological (hazard quotient),0.012006488935806
NY,36099,35251,Total Immunological (hazard quotient),0.015663047358374
NY,36101,98990,Total Immunological (hazard quotient),0.012692078685827
NY,36103,1493074,Total Immunological (hazard quotient),0.031996108917791
NY,36105,77547,Total Immunological (hazard quotient),0.014156864422733
NY,36107,51125,Total Immunological (hazard quotient),0.015048363230576
NY,36109,101480,Total Immunological (hazard quotient),0.017138809792054
NY,36111,182493,Total Immunological (hazard quotient),0.01902488637589
NY,36113,65707,Total Immunological (hazard quotient),0.019014561805671
NY,36115,63204,Total Immunological (hazard quotient),0.017413603368194
NY,36117,93772,Total Immunological (hazard quotient),0.01606855077044
NY,36119,949101,Total Immunological (hazard quotient),0.041471645828202
NY,36121,42155,Total Immunological (hazard quotient),0.012221816629242
NY,36123,25348,Total Immunological (hazard quotient),0.011927145590138
NC,37001,151131,Total Immunological (hazard quotient),0.019747699749335
NC,37003,37198,Total Immunological (hazard quotient),0.040556500153089
NC,37005,11155,Total Immunological (hazard quotient),0.008826188267478
NC,37007,26948,Total Immunological (hazard quotient),0.013469529370682
NC,37009,27281,Total Immunological (hazard quotient),0.009489494202477
NC,37011,17797,Total Immunological (hazard quotient),0.008496796924028
NC,37013,47759,Total Immunological (hazard quotient),0.012906636653276
NC,37015,21282,Total Immunological (hazard quotient),0.011057973441117
NC,37017,35186,Total Immunological (hazard quotient),0.010866523966775
NC,37019,107431,Total Immunological (hazard quotient),0.011778945522831
NC,37021,238318,Total Immunological (hazard quotient),0.015624405522693
NC,37023,90912,Total Immunological (hazard quotient),0.018084055284716
NC,37025,178011,Total Immunological (hazard quotient),0.022865602363266
NC,37027,83029,Total Immunological (hazard quotient),0.018341398560516
NC,37029,9980,Total Immunological (hazard quotient),0.012305898225522
NC,37031,66469,Total Immunological (hazard quotient),0.010880339279449
NC,37033,23719,Total Immunological (hazard quotient),0.013720788407329
NC,37035,154358,Total Immunological (hazard quotient),0.030076691082585
NC,37037,63505,Total Immunological (hazard quotient),0.015200225064003
NC,37039,27444,Total Immunological (hazard quotient),0.009527278878754
NC,37041,14793,Total Immunological (hazard quotient),0.011586815457461
NC,37043,10587,Total Immunological (hazard quotient),0.008927921760473
NC,37045,98075,Total Immunological (hazard quotient),0.02019823930827
NC,37047,58098,Total Immunological (hazard quotient),0.011181267290933
NC,37049,103505,Total Immunological (hazard quotient),0.012729492780584
NC,37051,319431,Total Immunological (hazard quotient),0.017348356377255
NC,37053,23547,Total Immunological (hazard quotient),0.011388468886703
NC,37055,33920,Total Immunological (hazard quotient),0.010408388364995
NC,37057,162878,Total Immunological (hazard quotient),0.022528986254465
NC,37059,41240,Total Immunological (hazard quotient),0.01802317352532
NC,37061,58505,Total Immunological (hazard quotient),0.011134474784765
NC,37063,267587,Total Immunological (hazard quotient),0.023947275889275
NC,37065,56550,Total Immunological (hazard quotient),0.015303540977117
NC,37067,350670,Total Immunological (hazard quotient),0.024576450815086
NC,37069,60619,Total Immunological (hazard quotient),0.015281631737461
NC,37071,206077,Total Immunological (hazard quotient),0.025129487337456
NC,37073,12197,Total Immunological (hazard quotient),0.011729990225166
NC,37075,8861,Total Immunological (hazard quotient),0.007762569926245
NC,37077,59916,Total Immunological (hazard quotient),0.017577662935284
NC,37079,21362,Total Immunological (hazard quotient),0.011968947804862
NC,37081,488406,Total Immunological (hazard quotient),0.027102536871029
NC,37083,54691,Total Immunological (hazard quotient),0.014571244813773
NC,37085,114678,Total Immunological (hazard quotient),0.014625550789223
NC,37087,59036,Total Immunological (hazard quotient),0.008979009042004
NC,37089,106740,Total Immunological (hazard quotient),0.015122725094389
NC,37091,24669,Total Immunological (hazard quotient),0.012693755389191
NC,37093,46952,Total Immunological (hazard quotient),0.016797946158783
NC,37095,5810,Total Immunological (hazard quotient),0.008493949604285
NC,37097,159437,Total Immunological (hazard quotient),0.022648859750568
NC,37099,40271,Total Immunological (hazard quotient),0.008051044771163
NC,37101,168878,Total Immunological (hazard quotient),0.015713082768684
NC,37103,10153,Total Immunological (hazard quotient),0.011029533020035
NC,37105,57866,Total Immunological (hazard quotient),0.018167472686385
NC,37107,59495,Total Immunological (hazard quotient),0.01356413085567
NC,37109,78265,Total Immunological (hazard quotient),0.021855139915882
NC,37111,44996,Total Immunological (hazard quotient),0.012928755673762
NC,37113,33922,Total Immunological (hazard quotient),0.009613603861626
NC,37115,20764,Total Immunological (hazard quotient),0.010197637523316
NC,37117,24505,Total Immunological (hazard quotient),0.012072743250894
NC,37119,919628,Total Immunological (hazard quotient),0.02904928415266
NC,37121,15579,Total Immunological (hazard quotient),0.009936272289274
NC,37123,27798,Total Immunological (hazard quotient),0.01380908468158
NC,37125,88247,Total Immunological (hazard quotient),0.013829388580405
